Id,Code,Name,Standard Class,Domain,Vocab,Validity,Concept,Frequency,Original_Id,Original_Code,Original_Name,Original_Vocab,Mapping_Applied,Mapping_Relationship
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2727488,035P0ZZ,"Destruction of Right Vertebral Artery, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2727461,031A094,"Bypass Left Ulnar Artery to Left Lower Arm Artery with Autologous Venous Tissue, Open Approach",ICD10PCS,Yes,Has access
4288222,397423009,Transjugular intrahepatic portosystemic shunt,Procedure,Procedure,SNOMED,Valid,Standard,2,2727434,031809F,"Bypass Left Brachial Artery to Lower Arm Vein with Autologous Venous Tissue, Open Approach",ICD10PCS,Yes,Has dir proc site
4130396,261571005,Tissue graft - material,Procedure,Procedure,SNOMED,Valid,Standard,2,2727425,03170KD,"Bypass Right Brachial Artery to Upper Arm Vein with Nonautologous Tissue Substitute, Open Approach",ICD10PCS,Yes,Using subst
4288222,397423009,Transjugular intrahepatic portosystemic shunt,Procedure,Procedure,SNOMED,Valid,Standard,2,2727407,03160ZD,"Bypass Left Axillary Artery to Upper Arm Vein, Open Approach",ICD10PCS,Yes,Has dir proc site
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2727391,03160KD,"Bypass Left Axillary Artery to Upper Arm Vein with Nonautologous Tissue Substitute, Open Approach",ICD10PCS,Yes,Access of
4130396,261571005,Tissue graft - material,Procedure,Procedure,SNOMED,Valid,Standard,2,2727386,03160K7,"Bypass Left Axillary Artery to Left Upper Leg Artery with Nonautologous Tissue Substitute, Open Approach",ICD10PCS,Yes,Using subst
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2727374,03160JC,"Bypass Left Axillary Artery to Bilateral Lower Leg Artery with Synthetic Substitute, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2727371,03160J8,"Bypass Left Axillary Artery to Bilateral Upper Leg Artery with Synthetic Substitute, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2727357,03160AB,"Bypass Left Axillary Artery to Left Lower Leg Artery with Autologous Arterial Tissue, Open Approach",ICD10PCS,Yes,Has access
4041249,118635009,Revision,Procedure,Procedure,SNOMED,Valid,Standard,2,2727270,02WY0DZ,"Revision of Intraluminal Device in Great Vessel, Open Approach",ICD10PCS,Yes,Is a
4130396,261571005,Tissue graft - material,Procedure,Procedure,SNOMED,Valid,Standard,2,2726679,02U60KZ,"Supplement Right Atrium with Nonautologous Tissue Substitute, Open Approach",ICD10PCS,Yes,Using subst
4045069,129371009,Fixation - action,Procedure,Procedure,SNOMED,Valid,Standard,2,2727109,02VA3ZZ,"Restriction of Heart, Percutaneous Approach",ICD10PCS,Yes,Has method
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2727071,03140J1,"Bypass Left Subclavian Artery to Left Upper Arm Artery with Synthetic Substitute, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2727035,0314091,"Bypass Left Subclavian Artery to Left Upper Arm Artery with Autologous Venous Tissue, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2726944,0313090,"Bypass Right Subclavian Artery to Right Upper Arm Artery with Autologous Venous Tissue, Open Approach",ICD10PCS,Yes,Access of
4205290,55253009,Replacement of tricuspid valve with tissue graft,Procedure,Procedure,SNOMED,Valid,Standard,2,2726911,02RJ07Z,"Replacement of Tricuspid Valve with Autologous Tissue Substitute, Open Approach",ICD10PCS,Yes,Is a
4127468,261449002,Transluminal approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2726904,02RH3JZ,"Replacement of Pulmonary Valve with Synthetic Substitute, Percutaneous Approach",ICD10PCS,Yes,Property of
4127468,261449002,Transluminal approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2726884,02RG37Z,"Replacement of Mitral Valve with Autologous Tissue Substitute, Percutaneous Approach",ICD10PCS,Yes,Property of
4045049,129284003,Surgical action,Procedure,Procedure,SNOMED,Valid,Standard,2,2726765,02UH38Z,"Supplement Pulmonary Valve with Zooplastic Tissue, Percutaneous Approach",ICD10PCS,Yes,Has method
4130396,261571005,Tissue graft - material,Procedure,Procedure,SNOMED,Valid,Standard,2,2726739,02UF0KZ,"Supplement Aortic Valve with Nonautologous Tissue Substitute, Open Approach",ICD10PCS,Yes,Using subst
4130396,261571005,Tissue graft - material,Procedure,Procedure,SNOMED,Valid,Standard,2,2726691,02U70KZ,"Supplement Left Atrium with Nonautologous Tissue Substitute, Open Approach",ICD10PCS,Yes,Using subst
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2726090,02PY07Z,"Removal of Autologous Tissue Substitute from Great Vessel, Open Approach",ICD10PCS,Yes,Access of
4044524,129303008,Removal - action,Procedure,Procedure,SNOMED,Valid,Standard,2,2726076,02PA48Z,"Removal of Zooplastic Tissue from Heart, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Has method
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2726051,02PA02Z,"Removal of Monitoring Device from Heart, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2725285,0212098,"Bypass Coronary Artery, Three Arteries from Right Internal Mammary with Autologous Venous Tissue, Open Approach",ICD10PCS,Yes,Has access
4304209,103716009,Placement of stent,Procedure,Procedure,SNOMED,Valid,Standard,2,2725570,027S3DZ,"Dilation of Right Pulmonary Vein with Intraluminal Device, Percutaneous Approach",ICD10PCS,Yes,Is a
4013298,103388001,Percutaneous approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2725569,027S34Z,"Dilation of Right Pulmonary Vein with Drug-eluting Intraluminal Device, Percutaneous Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2725568,027S0ZZ,"Dilation of Right Pulmonary Vein, Open Approach",ICD10PCS,Yes,Has access
4044550,129419002,Dilation - action,Procedure,Procedure,SNOMED,Valid,Standard,2,2725517,027J3ZZ,"Dilation of Tricuspid Valve, Percutaneous Approach",ICD10PCS,Yes,Has method
4044550,129419002,Dilation - action,Procedure,Procedure,SNOMED,Valid,Standard,2,2725507,027H3DZ,"Dilation of Pulmonary Valve with Intraluminal Device, Percutaneous Approach",ICD10PCS,Yes,Has method
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2725496,027G0ZZ,"Dilation of Mitral Valve, Open Approach",ICD10PCS,Yes,Has access
4184832,41339005,Coronary angioplasty,Procedure,Procedure,SNOMED,Valid,Standard,2,2725472,02733DZ,"Dilation of Coronary Artery, Four or More Arteries with Intraluminal Device, Percutaneous Approach",ICD10PCS,Yes,Is a
4106470,257867005,Insertion - action,Procedure,Procedure,SNOMED,Valid,Standard,2,2725469,0273346,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Approach",ICD10PCS,Yes,Method of
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2725352,02130A3,"Bypass Coronary Artery, Four or More Arteries from Coronary Artery with Autologous Arterial Tissue, Open Approach",ICD10PCS,Yes,Access of
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2725309,02120Z8,"Bypass Coronary Artery, Three Arteries from Right Internal Mammary, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2725250,02110ZF,"Bypass Coronary Artery, Two Arteries from Abdominal Artery, Open Approach",ICD10PCS,Yes,Has access
4290594,37270008,Endoscope,Procedure,Procedure,SNOMED,Valid,Standard,2,2726028,02NN4ZZ,"Release Pericardium, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Acc device used by
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2725223,0211098,"Bypass Coronary Artery, Two Arteries from Right Internal Mammary with Autologous Venous Tissue, Open Approach",ICD10PCS,Yes,Has access
4044545,129382001,Destruction - action,Procedure,Procedure,SNOMED,Valid,Standard,2,2725208,02574ZK,"Destruction of Left Atrial Appendage, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Method of
4208803,312332007,Operation on the atrial septum,Procedure,Procedure,SNOMED,Valid,Standard,2,2725200,02554ZZ,"Destruction of Atrial Septum, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Is a
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2725128,021V0ZR,"Bypass Superior Vena Cava to Left Pulmonary Artery, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2725037,021K0JQ,"Bypass Right Ventricle to Right Pulmonary Artery with Synthetic Substitute, Open Approach",ICD10PCS,Yes,Access of
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2724883,01WY07Z,"Revision of Autologous Tissue Substitute in Peripheral Nerve, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2724868,01UF07Z,"Supplement Sciatic Nerve with Autologous Tissue Substitute, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2724865,01UD07Z,"Supplement Femoral Nerve with Autologous Tissue Substitute, Open Approach",ICD10PCS,Yes,Access of
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2724841,01U107Z,"Supplement Cervical Nerve with Autologous Tissue Substitute, Open Approach",ICD10PCS,Yes,Access of
4297439,76987002,Aortoplasty,Procedure,Procedure,SNOMED,Valid,Standard,2,2724757,02104AW,"Bypass Coronary Artery, One Artery from Aorta with Autologous Arterial Tissue, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Is a
4013298,103388001,Percutaneous approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2725578,027T34Z,"Dilation of Left Pulmonary Vein with Drug-eluting Intraluminal Device, Percutaneous Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2725597,02BS0ZZ,"Excision of Right Pulmonary Vein, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2725608,02BV0ZX,"Excision of Superior Vena Cava, Open Approach, Diagnostic",ICD10PCS,Yes,Has access
4127468,261449002,Transluminal approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2725631,02C33ZZ,"Extirpation of Matter from Coronary Artery, Four or More Arteries, Percutaneous Approach",ICD10PCS,Yes,Property of
4021230,115956009,Release,Procedure,Procedure,SNOMED,Valid,Standard,2,2726027,02NN3ZZ,"Release Pericardium, Percutaneous Approach",ICD10PCS,Yes,Is a
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2726014,02NJ0ZZ,"Release Tricuspid Valve, Open Approach",ICD10PCS,Yes,Has access
4127468,261449002,Transluminal approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2726003,02ND3ZZ,"Release Papillary Muscle, Percutaneous Approach",ICD10PCS,Yes,Property of
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2725999,02N90ZZ,"Release Chordae Tendineae, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2725987,02N50ZZ,"Release Atrial Septum, Open Approach",ICD10PCS,Yes,Access of
4051039,233404000,Insertion of arterial stent,Procedure,Procedure,SNOMED,Valid,Standard,2,2725915,02704DZ,"Dilation of Coronary Artery, One Artery with Intraluminal Device, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Is a
4044545,129382001,Destruction - action,Procedure,Procedure,SNOMED,Valid,Standard,2,2725887,025T3ZZ,"Destruction of Left Pulmonary Vein, Percutaneous Approach",ICD10PCS,Yes,Has method
4147074,30162009,Destructive procedure of pericardium,Procedure,Procedure,SNOMED,Valid,Standard,2,2725872,025N3ZZ,"Destruction of Pericardium, Percutaneous Approach",ICD10PCS,Yes,Is a
4338315,232778005,Tricuspid valve operation,Procedure,Procedure,SNOMED,Valid,Standard,2,2725860,025J3ZZ,"Destruction of Tricuspid Valve, Percutaneous Approach",ICD10PCS,Yes,Is a
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2725859,025J0ZZ,"Destruction of Tricuspid Valve, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2725832,02BP0ZZ,"Excision of Pulmonary Trunk, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2725789,02BG0ZX,"Excision of Mitral Valve, Open Approach, Diagnostic",ICD10PCS,Yes,Has access
4099175,27352000,Diagnostic procedure on heart,Procedure,Procedure,SNOMED,Valid,Standard,2,2725740,02B43ZX,"Excision of Coronary Vein, Percutaneous Approach, Diagnostic",ICD10PCS,Yes,Is a
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2725739,02B40ZZ,"Excision of Coronary Vein, Open Approach",ICD10PCS,Yes,Has access
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2725734,028D0ZZ,"Division of Papillary Muscle, Open Approach",ICD10PCS,Yes,Has access
4236068,360129009,Cardiac pacemaker lead,Procedure,Procedure,SNOMED,Valid,Standard,2,2725709,02H40JZ,"Insertion of Pacemaker Lead into Coronary Vein, Open Approach",ICD10PCS,Yes,Using device
4127468,261449002,Transluminal approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2725697,02CW3ZZ,"Extirpation of Matter from Thoracic Aorta, Descending, Percutaneous Approach",ICD10PCS,Yes,Surgical appr of
4290594,37270008,Endoscope,Procedure,Procedure,SNOMED,Valid,Standard,2,2725683,02CQ4ZZ,"Extirpation of Matter from Right Pulmonary Artery, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Using acc device
4290594,37270008,Endoscope,Procedure,Procedure,SNOMED,Valid,Standard,2,2725677,02CN4ZZ,"Extirpation of Matter from Pericardium, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Using acc device
4237831,91134007,Mitral valve structure,Procedure,Procedure,SNOMED,Valid,Standard,2,2725658,02CG3ZZ,"Extirpation of Matter from Mitral Valve, Percutaneous Approach",ICD10PCS,Yes,Has proc site
4044186,129306000,Surgical removal - action,Procedure,Procedure,SNOMED,Valid,Standard,2,2725643,02C73ZZ,"Extirpation of Matter from Left Atrium, Percutaneous Approach",ICD10PCS,Yes,Has method
4044545,129382001,Destruction - action,Procedure,Procedure,SNOMED,Valid,Standard,2,2727510,035Y3ZZ,"Destruction of Upper Artery, Percutaneous Approach",ICD10PCS,Yes,Has method
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2727541,03730DZ,"Dilation of Right Subclavian Artery with Intraluminal Device, Open Approach",ICD10PCS,Yes,Has access
4040722,118955007,Implantation to cardiovascular system,Procedure,Procedure,SNOMED,Valid,Standard,2,2730154,04R907Z,"Replacement of Right Renal Artery with Autologous Tissue Substitute, Open Approach",ICD10PCS,Yes,Is a
4040722,118955007,Implantation to cardiovascular system,Procedure,Procedure,SNOMED,Valid,Standard,2,2729332,03RY07Z,"Replacement of Upper Artery with Autologous Tissue Substitute, Open Approach",ICD10PCS,Yes,Is a
4229604,88937006,Prosthetic procedure,Procedure,Procedure,SNOMED,Valid,Standard,2,2729586,03U34JZ,"Supplement Right Subclavian Artery with Synthetic Substitute, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Is a
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2729548,03SY0ZZ,"Reposition Upper Artery, Open Approach",ICD10PCS,Yes,Access of
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2729479,03S60ZZ,"Reposition Left Axillary Artery, Open Approach",ICD10PCS,Yes,Has access
4229604,88937006,Prosthetic procedure,Procedure,Procedure,SNOMED,Valid,Standard,2,2729469,03UK3JZ,"Supplement Right Internal Carotid Artery with Synthetic Substitute, Percutaneous Approach",ICD10PCS,Yes,Is a
4229604,88937006,Prosthetic procedure,Procedure,Procedure,SNOMED,Valid,Standard,2,2729460,03UJ3JZ,"Supplement Left Common Carotid Artery with Synthetic Substitute, Percutaneous Approach",ICD10PCS,Yes,Is a
4045049,129284003,Surgical action,Procedure,Procedure,SNOMED,Valid,Standard,2,2729438,03UG07Z,"Supplement Intracranial Artery with Autologous Tissue Substitute, Open Approach",ICD10PCS,Yes,Has method
4045049,129284003,Surgical action,Procedure,Procedure,SNOMED,Valid,Standard,2,2729429,03UF07Z,"Supplement Left Hand Artery with Autologous Tissue Substitute, Open Approach",ICD10PCS,Yes,Has method
4045049,129284003,Surgical action,Procedure,Procedure,SNOMED,Valid,Standard,2,2729420,03UD07Z,"Supplement Right Hand Artery with Autologous Tissue Substitute, Open Approach",ICD10PCS,Yes,Has method
4229604,88937006,Prosthetic procedure,Procedure,Procedure,SNOMED,Valid,Standard,2,2729361,03U63JZ,"Supplement Left Axillary Artery with Synthetic Substitute, Percutaneous Approach",ICD10PCS,Yes,Is a
4229604,88937006,Prosthetic procedure,Procedure,Procedure,SNOMED,Valid,Standard,2,2729355,03U54JZ,"Supplement Right Axillary Artery with Synthetic Substitute, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Is a
4040722,118955007,Implantation to cardiovascular system,Procedure,Procedure,SNOMED,Valid,Standard,2,2729261,03RJ0JZ,"Replacement of Left Common Carotid Artery with Synthetic Substitute, Open Approach",ICD10PCS,Yes,Is a
4229604,88937006,Prosthetic procedure,Procedure,Procedure,SNOMED,Valid,Standard,2,2729589,03U40JZ,"Supplement Left Subclavian Artery with Synthetic Substitute, Open Approach",ICD10PCS,Yes,Is a
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2729216,03LS0CZ,"Occlusion of Right Temporal Artery with Extraluminal Device, Open Approach",ICD10PCS,Yes,Has access
4290594,37270008,Endoscope,Procedure,Procedure,SNOMED,Valid,Standard,2,2729213,03LR4CZ,"Occlusion of Face Artery with Extraluminal Device, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Using acc device
4044378,129236007,Open approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2729207,03LR0CZ,"Occlusion of Face Artery with Extraluminal Device, Open Approach",ICD10PCS,Yes,Has access
4290594,37270008,Endoscope,Procedure,Procedure,SNOMED,Valid,Standard,2,2729182,03LN4ZZ,"Occlusion of Left External Carotid Artery, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Using acc device
4290594,37270008,Endoscope,Procedure,Procedure,SNOMED,Valid,Standard,2,2729180,03LN4CZ,"Occlusion of Left External Carotid Artery with Extraluminal Device, Percutaneous Endoscopic Approach",ICD10PCS,Yes,Using acc device
4127468,261449002,Transluminal approach,Procedure,Procedure,SNOMED,Valid,Standard,2,2729166,03LM3ZZ,"Occlusion of Right External Carotid Artery, Percutaneous Approach",ICD10PCS,Yes,Surgical appr of
